amount,created_at,currency,customer_id,ingested_at,invoice_id,merchant_id,order_id,original,reference_id,source,source_record_id
55876.25,2026-01-05T12:28:00+00:00,INR,CUS_89570,2026-01-05T09:30:00+00:00,INV_000025,MCH_TRAVEL,ORD_000025,"{'amount': '55876.25', 'merchant': 'Vista Travel Desk'}",REF_000025,orders.csv,orders:ORD_000025
15218.00,2026-01-05T12:32:00+00:00,INR,CUS_66349,2026-01-05T09:30:00+00:00,INV_000026,MCH_HEALTH,ORD_000026,"{'amount': '15218.00', 'merchant': 'Prana Health Online'}",REF_000026,orders.csv,orders:ORD_000026
29203.25,2026-01-05T12:39:00+00:00,INR,CUS_88554,2026-01-05T09:30:00+00:00,INV_000027,MCH_ZERO,ORD_000027,"{'amount': '29203.25', 'merchant': 'Zero Fee Internal Rail'}",REF_000027,orders.csv,orders:ORD_000027
18287.00,2026-01-05T12:48:00+00:00,INR,CUS_47938,2026-01-05T09:30:00+00:00,INV_000028,MCH_SWIFT,ORD_000028,"{'amount': '18287.00', 'merchant': 'SwiftKart Marketplace'}",REF_000028,orders.csv,orders:ORD_000028
56746.00,2026-01-05T12:56:00+00:00,INR,CUS_26932,2026-01-05T09:30:00+00:00,INV_000029,MCH_TRAVEL,ORD_000029,"{'amount': '56746.00', 'merchant': 'Vista Travel Desk'}",REF_000029,orders.csv,orders:ORD_000029
5844.25,2026-01-05T13:03:00+00:00,INR,CUS_12456,2026-01-05T09:30:00+00:00,INV_000030,MCH_TRAVEL,ORD_000030,"{'amount': '5844.25', 'merchant': 'Vista Travel Desk'}",REF_000030,orders.csv,orders:ORD_000030
53308.75,2026-01-05T13:10:00+00:00,INR,CUS_93904,2026-01-05T09:30:00+00:00,INV_000031,MCH_HEALTH,ORD_000031,"{'amount': '53308.75', 'merchant': 'Prana Health Online'}",REF_000031,orders.csv,orders:ORD_000031
81318.25,2026-01-05T13:14:00+00:00,INR,CUS_57428,2026-01-05T09:30:00+00:00,INV_000032,MCH_SWIFT,ORD_000032,"{'amount': '81318.25', 'merchant': 'SwiftKart Marketplace'}",REF_000032,orders.csv,orders:ORD_000032
10608.25,2026-01-05T13:26:00+00:00,INR,CUS_50668,2026-01-05T09:30:00+00:00,INV_000033,MCH_HEALTH,ORD_000033,"{'amount': '10608.25', 'merchant': 'Prana Health Online'}",REF_000033,orders.csv,orders:ORD_000033
10311.50,2026-01-05T13:28:00+00:00,INR,CUS_92998,2026-01-05T09:30:00+00:00,INV_000034,MCH_SWIFT,ORD_000034,"{'amount': '10311.50', 'merchant': 'SwiftKart Marketplace'}",REF_000034,orders.csv,orders:ORD_000034
19658.00,2026-01-05T13:36:00+00:00,INR,CUS_23474,2026-01-05T09:30:00+00:00,INV_000035,MCH_TRAVEL,ORD_000035,"{'amount': '19658.00', 'merchant': 'Vista Travel Desk'}",REF_000035,orders.csv,orders:ORD_000035
20336.75,2026-01-05T13:43:00+00:00,INR,CUS_19876,2026-01-05T09:30:00+00:00,INV_000036,MCH_HEALTH,ORD_000036,"{'amount': '20336.75', 'merchant': 'Prana Health Online'}",REF_000036,orders.csv,orders:ORD_000036
74289.75,2026-01-05T13:53:00+00:00,INR,CUS_93269,2026-01-05T09:30:00+00:00,INV_000037,MCH_TRAVEL,ORD_000037,"{'amount': '74289.75', 'merchant': 'Vista Travel Desk'}",REF_000037,orders.csv,orders:ORD_000037
83056.00,2026-01-05T14:00:00+00:00,INR,CUS_46002,2026-01-05T09:30:00+00:00,INV_000038,MCH_SAAS,ORD_000038,"{'amount': '83056.00', 'merchant': 'Nila SaaS Systems'}",REF_000038,orders.csv,orders:ORD_000038
60821.25,2026-01-05T14:03:00+00:00,INR,CUS_14929,2026-01-05T09:30:00+00:00,INV_000039,MCH_CAFE,ORD_000039,"{'amount': '60821.25', 'merchant': 'Kaveri Coffee Roasters'}",REF_000039,orders.csv,orders:ORD_000039
12135.50,2026-01-05T14:14:00+00:00,INR,CUS_87867,2026-01-05T09:30:00+00:00,INV_000040,MCH_TRAVEL,ORD_000040,"{'amount': '12135.50', 'merchant': 'Vista Travel Desk'}",REF_000040,orders.csv,orders:ORD_000040
75228.75,2026-01-05T14:19:00+00:00,INR,CUS_34672,2026-01-05T09:30:00+00:00,INV_000041,MCH_SAAS,ORD_000041,"{'amount': '75228.75', 'merchant': 'Nila SaaS Systems'}",REF_000041,orders.csv,orders:ORD_000041
11353.50,2026-01-05T14:25:00+00:00,INR,CUS_94689,2026-01-05T09:30:00+00:00,INV_000042,MCH_CAFE,ORD_000042,"{'amount': '11353.50', 'merchant': 'Kaveri Coffee Roasters'}",REF_000042,orders.csv,orders:ORD_000042
68990.50,2026-01-05T14:32:00+00:00,INR,CUS_89928,2026-01-05T09:30:00+00:00,INV_000043,MCH_SAAS,ORD_000043,"{'amount': '68990.50', 'merchant': 'Nila SaaS Systems'}",REF_000043,orders.csv,orders:ORD_000043
53878.00,2026-01-05T14:42:00+00:00,INR,CUS_98984,2026-01-05T09:30:00+00:00,INV_000044,MCH_SAAS,ORD_000044,"{'amount': '53878.00', 'merchant': 'Nila SaaS Systems'}",REF_000044,orders.csv,orders:ORD_000044
12687.50,2026-01-05T14:48:00+00:00,INR,CUS_98916,2026-01-05T09:30:00+00:00,INV_000045,MCH_CAFE,ORD_000045,"{'amount': '12687.50', 'merchant': 'Kaveri Coffee Roasters'}",REF_000045,orders.csv,orders:ORD_000045
10982.50,2026-01-05T14:53:00+00:00,INR,CUS_96980,2026-01-05T09:30:00+00:00,INV_000046,MCH_CAFE,ORD_000046,"{'amount': '10982.50', 'merchant': 'Kaveri Coffee Roasters'}",REF_000046,orders.csv,orders:ORD_000046
78293.75,2026-01-05T15:01:00+00:00,INR,CUS_21104,2026-01-05T09:30:00+00:00,INV_000047,MCH_SWIFT,ORD_000047,"{'amount': '78293.75', 'merchant': 'SwiftKart Marketplace'}",REF_000047,orders.csv,orders:ORD_000047
88133.75,2026-01-05T15:10:00+00:00,INR,CUS_99838,2026-01-05T09:30:00+00:00,INV_000048,MCH_SWIFT,ORD_000048,"{'amount': '88133.75', 'merchant': 'SwiftKart Marketplace'}",REF_000048,orders.csv,orders:ORD_000048
47826.00,2026-01-05T15:14:00+00:00,INR,CUS_33627,2026-01-05T09:30:00+00:00,INV_000049,MCH_ZERO,ORD_000049,"{'amount': '47826.00', 'merchant': 'Zero Fee Internal Rail'}",REF_000049,orders.csv,orders:ORD_000049
18330.00,2026-01-05T15:22:00+00:00,INR,CUS_20114,2026-01-05T09:30:00+00:00,INV_000050,MCH_SWIFT,ORD_000050,"{'amount': '18330.00', 'merchant': 'SwiftKart Marketplace'}",REF_000050,orders.csv,orders:ORD_000050
17476.50,2026-01-05T15:28:00+00:00,INR,CUS_59377,2026-01-05T09:30:00+00:00,INV_000051,MCH_HEALTH,ORD_000051,"{'amount': '17476.50', 'merchant': 'Prana Health Online'}",REF_000051,orders.csv,orders:ORD_000051
57666.00,2026-01-05T15:36:00+00:00,INR,CUS_63852,2026-01-05T09:30:00+00:00,INV_000052,MCH_TRAVEL,ORD_000052,"{'amount': '57666.00', 'merchant': 'Vista Travel Desk'}",REF_000052,orders.csv,orders:ORD_000052
59141.00,2026-01-05T15:42:00+00:00,INR,CUS_79993,2026-01-05T09:30:00+00:00,INV_000053,MCH_TRAVEL,ORD_000053,"{'amount': '59141.00', 'merchant': 'Vista Travel Desk'}",REF_000053,orders.csv,orders:ORD_000053
50352.50,2026-01-05T15:58:00+00:00,INR,CUS_79135,2026-01-05T09:30:00+00:00,INV_000055,MCH_CAFE,ORD_000055,"{'amount': '50352.50', 'merchant': 'Kaveri Coffee Roasters'}",REF_000055,orders.csv,orders:ORD_000055
7139.75,2026-01-05T16:04:00+00:00,INR,CUS_72991,2026-01-05T09:30:00+00:00,INV_000056,MCH_CAFE,ORD_000056,"{'amount': '7139.75', 'merchant': 'Kaveri Coffee Roasters'}",REF_000056,orders.csv,orders:ORD_000056
11293.00,2026-01-05T16:12:00+00:00,INR,CUS_45755,2026-01-05T09:30:00+00:00,INV_000057,MCH_CAFE,ORD_000057,"{'amount': '11293.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000057,orders.csv,orders:ORD_000057
29402.25,2026-01-05T16:16:00+00:00,INR,CUS_55820,2026-01-05T09:30:00+00:00,INV_000058,MCH_ZERO,ORD_000058,"{'amount': '29402.25', 'merchant': 'Zero Fee Internal Rail'}",REF_000058,orders.csv,orders:ORD_000058
10996.00,2026-01-05T16:23:00+00:00,INR,CUS_39430,2026-01-05T09:30:00+00:00,INV_000059,MCH_SAAS,ORD_000059,"{'amount': '10996.00', 'merchant': 'Nila SaaS Systems'}",REF_000059,orders.csv,orders:ORD_000059
18335.00,2026-01-05T16:33:00+00:00,INR,CUS_47601,2026-01-05T09:30:00+00:00,INV_000060,MCH_SWIFT,ORD_000060,"{'amount': '18335.00', 'merchant': 'SwiftKart Marketplace'}",REF_000060,orders.csv,orders:ORD_000060
988.00,2026-01-05T16:39:00+00:00,INR,CUS_12490,2026-01-05T09:30:00+00:00,INV_000061,MCH_HEALTH,ORD_000061,"{'amount': '988.00', 'merchant': 'Prana Health Online'}",REF_000061,orders.csv,orders:ORD_000061
31447.00,2026-01-05T16:44:00+00:00,INR,CUS_25970,2026-01-05T09:30:00+00:00,INV_000062,MCH_CAFE,ORD_000062,"{'amount': '31447.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000062,orders.csv,orders:ORD_000062
14830.25,2026-01-05T16:55:00+00:00,INR,CUS_88215,2026-01-05T09:30:00+00:00,INV_000063,MCH_ZERO,ORD_000063,"{'amount': '14830.25', 'merchant': 'Zero Fee Internal Rail'}",REF_000063,orders.csv,orders:ORD_000063
56561.00,2026-01-05T17:00:00+00:00,INR,CUS_90584,2026-01-05T09:30:00+00:00,INV_000064,MCH_CAFE,ORD_000064,"{'amount': '56561.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000064,orders.csv,orders:ORD_000064
47565.00,2026-01-05T17:09:00+00:00,INR,CUS_78951,2026-01-05T09:30:00+00:00,INV_000065,MCH_HEALTH,ORD_000065,"{'amount': '47565.00', 'merchant': 'Prana Health Online'}",REF_000065,orders.csv,orders:ORD_000065
51009.00,2026-01-05T17:17:00+00:00,INR,CUS_43246,2026-01-05T09:30:00+00:00,INV_000066,MCH_TRAVEL,ORD_000066,"{'amount': '51009.00', 'merchant': 'Vista Travel Desk'}",REF_000066,orders.csv,orders:ORD_000066
86427.75,2026-01-05T17:23:00+00:00,INR,CUS_23587,2026-01-05T09:30:00+00:00,INV_000067,MCH_TRAVEL,ORD_000067,"{'amount': '86427.75', 'merchant': 'Vista Travel Desk'}",REF_000067,orders.csv,orders:ORD_000067
71867.00,2026-01-05T17:27:00+00:00,INR,CUS_94252,2026-01-05T09:30:00+00:00,INV_000068,MCH_CAFE,ORD_000068,"{'amount': '71867.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000068,orders.csv,orders:ORD_000068
8570.75,2026-01-05T17:33:00+00:00,INR,CUS_69988,2026-01-05T09:30:00+00:00,INV_000069,MCH_SWIFT,ORD_000069,"{'amount': '8570.75', 'merchant': 'SwiftKart Marketplace'}",REF_000069,orders.csv,orders:ORD_000069
5792.00,2026-01-05T17:44:00+00:00,INR,CUS_50642,2026-01-05T09:30:00+00:00,INV_000070,MCH_SWIFT,ORD_000070,"{'amount': '5792.00', 'merchant': 'SwiftKart Marketplace'}",REF_000070,orders.csv,orders:ORD_000070
85090.00,2026-01-05T17:49:00+00:00,INR,CUS_47501,2026-01-05T09:30:00+00:00,INV_000071,MCH_ZERO,ORD_000071,"{'amount': '85090.00', 'merchant': 'Zero Fee Internal Rail'}",REF_000071,orders.csv,orders:ORD_000071
48537.25,2026-01-05T17:59:00+00:00,INR,CUS_62431,2026-01-05T09:30:00+00:00,INV_000072,MCH_ZERO,ORD_000072,"{'amount': '48537.25', 'merchant': 'Zero Fee Internal Rail'}",REF_000072,orders.csv,orders:ORD_000072
65338.75,2026-01-05T18:03:00+00:00,INR,CUS_75211,2026-01-05T09:30:00+00:00,INV_000073,MCH_SWIFT,ORD_000073,"{'amount': '65338.75', 'merchant': 'SwiftKart Marketplace'}",REF_000073,orders.csv,orders:ORD_000073
55940.00,2026-01-05T18:12:00+00:00,INR,CUS_66440,2026-01-05T09:30:00+00:00,INV_000074,MCH_TRAVEL,ORD_000074,"{'amount': '55940.00', 'merchant': 'Vista Travel Desk'}",REF_000074,orders.csv,orders:ORD_000074
10794.00,2026-01-05T18:17:00+00:00,INR,CUS_96628,2026-01-05T09:30:00+00:00,INV_000075,MCH_ZERO,ORD_000075,"{'amount': '10794.00', 'merchant': 'Zero Fee Internal Rail'}",REF_000075,orders.csv,orders:ORD_000075
58483.00,2026-01-05T18:22:00+00:00,INR,CUS_68606,2026-01-05T09:30:00+00:00,INV_000076,MCH_SWIFT,ORD_000076,"{'amount': '58483.00', 'merchant': 'SwiftKart Marketplace'}",REF_000076,orders.csv,orders:ORD_000076
67551.75,2026-01-05T18:37:00+00:00,INR,CUS_99051,2026-01-05T09:30:00+00:00,INV_000078,MCH_CAFE,ORD_000078,"{'amount': '67551.75', 'merchant': 'Kaveri Coffee Roasters'}",REF_000078,orders.csv,orders:ORD_000078
16845.00,2026-01-05T18:48:00+00:00,INR,CUS_40932,2026-01-05T09:30:00+00:00,INV_000079,MCH_ZERO,ORD_000079,"{'amount': '16845.00', 'merchant': 'Zero Fee Internal Rail'}",REF_000079,orders.csv,orders:ORD_000079
4544.50,2026-01-05T18:55:00+00:00,INR,CUS_30111,2026-01-05T09:30:00+00:00,INV_000080,MCH_HEALTH,ORD_000080,"{'amount': '4544.50', 'merchant': 'Prana Health Online'}",REF_000080,orders.csv,orders:ORD_000080
10377.50,2026-01-05T19:01:00+00:00,INR,CUS_28047,2026-01-05T09:30:00+00:00,INV_000081,MCH_SAAS,ORD_000081,"{'amount': '10377.50', 'merchant': 'Nila SaaS Systems'}",REF_000081,orders.csv,orders:ORD_000081
36828.00,2026-01-05T19:04:00+00:00,INR,CUS_24869,2026-01-05T09:30:00+00:00,INV_000082,MCH_TRAVEL,ORD_000082,"{'amount': '36828.00', 'merchant': 'Vista Travel Desk'}",REF_000082,orders.csv,orders:ORD_000082
15735.00,2026-01-05T19:16:00+00:00,INR,CUS_44116,2026-01-05T09:30:00+00:00,INV_000083,MCH_HEALTH,ORD_000083,"{'amount': '15735.00', 'merchant': 'Prana Health Online'}",REF_000083,orders.csv,orders:ORD_000083
64682.00,2026-01-05T19:19:00+00:00,INR,CUS_26074,2026-01-05T09:30:00+00:00,INV_000084,MCH_TRAVEL,ORD_000084,"{'amount': '64682.00', 'merchant': 'Vista Travel Desk'}",REF_000084,orders.csv,orders:ORD_000084
58641.00,2026-01-05T19:27:00+00:00,INR,CUS_99381,2026-01-05T09:30:00+00:00,INV_000085,MCH_TRAVEL,ORD_000085,"{'amount': '58641.00', 'merchant': 'Vista Travel Desk'}",REF_000085,orders.csv,orders:ORD_000085
20944.75,2026-01-05T19:33:00+00:00,INR,CUS_93584,2026-01-05T09:30:00+00:00,INV_000086,MCH_CAFE,ORD_000086,"{'amount': '20944.75', 'merchant': 'Kaveri Coffee Roasters'}",REF_000086,orders.csv,orders:ORD_000086
18502.00,2026-01-05T19:39:00+00:00,INR,CUS_74752,2026-01-05T09:30:00+00:00,INV_000087,MCH_SWIFT,ORD_000087,"{'amount': '18502.00', 'merchant': 'SwiftKart Marketplace'}",REF_000087,orders.csv,orders:ORD_000087
17309.50,2026-01-05T19:46:00+00:00,INR,CUS_21300,2026-01-05T09:30:00+00:00,INV_000088,MCH_HEALTH,ORD_000088,"{'amount': '17309.50', 'merchant': 'Prana Health Online'}",REF_000088,orders.csv,orders:ORD_000088
54143.25,2026-01-05T19:53:00+00:00,INR,CUS_85353,2026-01-05T09:30:00+00:00,INV_000089,MCH_HEALTH,ORD_000089,"{'amount': '54143.25', 'merchant': 'Prana Health Online'}",REF_000089,orders.csv,orders:ORD_000089
61357.75,2026-01-05T20:02:00+00:00,INR,CUS_77811,2026-01-05T09:30:00+00:00,INV_000090,MCH_SAAS,ORD_000090,"{'amount': '61357.75', 'merchant': 'Nila SaaS Systems'}",REF_000090,orders.csv,orders:ORD_000090
66211.00,2026-01-05T20:11:00+00:00,INR,CUS_26274,2026-01-05T09:30:00+00:00,INV_000091,MCH_SAAS,ORD_000091,"{'amount': '66211.00', 'merchant': 'Nila SaaS Systems'}",REF_000091,orders.csv,orders:ORD_000091
42591.75,2026-01-05T20:16:00+00:00,INR,CUS_39552,2026-01-05T09:30:00+00:00,INV_000092,MCH_SWIFT,ORD_000092,"{'amount': '42591.75', 'merchant': 'SwiftKart Marketplace'}",REF_000092,orders.csv,orders:ORD_000092
26029.75,2026-01-05T20:23:00+00:00,INR,CUS_82199,2026-01-05T09:30:00+00:00,INV_000093,MCH_CAFE,ORD_000093,"{'amount': '26029.75', 'merchant': 'Kaveri Coffee Roasters'}",REF_000093,orders.csv,orders:ORD_000093
76406.00,2026-01-05T20:33:00+00:00,INR,CUS_32439,2026-01-05T09:30:00+00:00,INV_000094,MCH_HEALTH,ORD_000094,"{'amount': '76406.00', 'merchant': 'Prana Health Online'}",REF_000094,orders.csv,orders:ORD_000094
6258.75,2026-01-05T20:37:00+00:00,INR,CUS_85598,2026-01-05T09:30:00+00:00,INV_000095,MCH_ZERO,ORD_000095,"{'amount': '6258.75', 'merchant': 'Zero Fee Internal Rail'}",REF_000095,orders.csv,orders:ORD_000095
82503.50,2026-01-05T20:47:00+00:00,INR,CUS_47967,2026-01-05T09:30:00+00:00,INV_000096,MCH_SAAS,ORD_000096,"{'amount': '82503.50', 'merchant': 'Nila SaaS Systems'}",REF_000096,orders.csv,orders:ORD_000096
53527.00,2026-01-05T20:49:00+00:00,INR,CUS_69446,2026-01-05T09:30:00+00:00,INV_000097,MCH_TRAVEL,ORD_000097,"{'amount': '53527.00', 'merchant': 'Vista Travel Desk'}",REF_000097,orders.csv,orders:ORD_000097
27041.00,2026-01-05T20:57:00+00:00,INR,CUS_89516,2026-01-05T09:30:00+00:00,INV_000098,MCH_SAAS,ORD_000098,"{'amount': '27041.00', 'merchant': 'Nila SaaS Systems'}",REF_000098,orders.csv,orders:ORD_000098
17439.00,2026-01-05T21:07:00+00:00,INR,CUS_77499,2026-01-05T09:30:00+00:00,INV_000099,MCH_SAAS,ORD_000099,"{'amount': '17439.00', 'merchant': 'Nila SaaS Systems'}",REF_000099,orders.csv,orders:ORD_000099
59229.00,2026-01-05T21:10:00+00:00,INR,CUS_28465,2026-01-05T09:30:00+00:00,INV_000100,MCH_CAFE,ORD_000100,"{'amount': '59229.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000100,orders.csv,orders:ORD_000100
55105.00,2026-01-05T21:19:00+00:00,INR,CUS_30932,2026-01-05T09:30:00+00:00,INV_000101,MCH_HEALTH,ORD_000101,"{'amount': '55105.00', 'merchant': 'Prana Health Online'}",REF_000101,orders.csv,orders:ORD_000101
67766.25,2026-01-05T21:26:00+00:00,INR,CUS_75373,2026-01-05T09:30:00+00:00,INV_000102,MCH_SAAS,ORD_000102,"{'amount': '67766.25', 'merchant': 'Nila SaaS Systems'}",REF_000102,orders.csv,orders:ORD_000102
28499.50,2026-01-05T21:31:00+00:00,INR,CUS_56254,2026-01-05T09:30:00+00:00,INV_000103,MCH_SWIFT,ORD_000103,"{'amount': '28499.50', 'merchant': 'SwiftKart Marketplace'}",REF_000103,orders.csv,orders:ORD_000103
70645.00,2026-01-05T21:41:00+00:00,INR,CUS_24089,2026-01-05T09:30:00+00:00,INV_000104,MCH_CAFE,ORD_000104,"{'amount': '70645.00', 'merchant': 'Kaveri Coffee Roasters'}",REF_000104,orders.csv,orders:ORD_000104
48264.00,2026-01-05T21:45:00+00:00,INR,CUS_62505,2026-01-05T09:30:00+00:00,INV_000105,MCH_SAAS,ORD_000105,"{'amount': '48264.00', 'merchant': 'Nila SaaS Systems'}",REF_000105,orders.csv,orders:ORD_000105
38127.00,2026-01-05T21:56:00+00:00,INR,CUS_60639,2026-01-05T09:30:00+00:00,INV_000106,MCH_HEALTH,ORD_000106,"{'amount': '38127.00', 'merchant': 'Prana Health Online'}",REF_000106,orders.csv,orders:ORD_000106
12972.25,2026-01-05T22:01:00+00:00,INR,CUS_58915,2026-01-05T09:30:00+00:00,INV_000107,MCH_SWIFT,ORD_000107,"{'amount': '12972.25', 'merchant': 'SwiftKart Marketplace'}",REF_000107,orders.csv,orders:ORD_000107
79266.50,2026-01-05T22:10:00+00:00,INR,CUS_62610,2026-01-05T09:30:00+00:00,INV_000108,MCH_SWIFT,ORD_000108,"{'amount': '79266.50', 'merchant': 'SwiftKart Marketplace'}",REF_000108,orders.csv,orders:ORD_000108
43952.25,2026-01-05T22:16:00+00:00,INR,CUS_78069,2026-01-05T09:30:00+00:00,INV_000109,MCH_SWIFT,ORD_000109,"{'amount': '43952.25', 'merchant': 'SwiftKart Marketplace'}",REF_000109,orders.csv,orders:ORD_000109
42050.00,2026-01-05T22:24:00+00:00,INR,CUS_61505,2026-01-05T09:30:00+00:00,INV_000110,MCH_HEALTH,ORD_000110,"{'amount': '42050.00', 'merchant': 'Prana Health Online'}",REF_000110,orders.csv,orders:ORD_000110
74083.00,2026-01-05T22:27:00+00:00,INR,CUS_72245,2026-01-05T09:30:00+00:00,INV_000111,MCH_TRAVEL,ORD_000111,"{'amount': '74083.00', 'merchant': 'Vista Travel Desk'}",REF_000111,orders.csv,orders:ORD_000111
76807.00,2026-01-05T22:34:00+00:00,INR,CUS_92478,2026-01-05T09:30:00+00:00,INV_000112,MCH_SAAS,ORD_000112,"{'amount': '76807.00', 'merchant': 'Nila SaaS Systems'}",REF_000112,orders.csv,orders:ORD_000112
