amount,currency,ingested_at,merchant_id,original,payment_id,reason,refund_id,refunded_at,source,source_record_id
21394.09,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '21394.09', 'refunded_at': '2026-01-06T20:00:00+00:00'}",PAY_000139,customer_request,REFUND_000139,2026-01-06T20:00:00+00:00,refunds.csv,refunds:REFUND_000139
16019.34,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '16019.34', 'refunded_at': '2026-01-06T17:09:00+00:00'}",PAY_000148,customer_request,REFUND_000148,2026-01-06T17:09:00+00:00,refunds.csv,refunds:REFUND_000148
26686.93,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '26686.93', 'refunded_at': '2026-01-06T19:53:00+00:00'}",PAY_000181,customer_request,REFUND_000181,2026-01-06T19:53:00+00:00,refunds.csv,refunds:REFUND_000181
11843.38,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '11843.38', 'refunded_at': '2026-01-07T10:05:00+00:00'}",PAY_000218,customer_request,REFUND_000218,2026-01-07T10:05:00+00:00,refunds.csv,refunds:REFUND_000218
8076.61,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '8076.61', 'refunded_at': '2026-01-07T05:43:00+00:00'}",PAY_000224,customer_request,REFUND_000224,2026-01-07T05:43:00+00:00,refunds.csv,refunds:REFUND_000224
6482.15,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '6482.15', 'refunded_at': '2026-01-07T03:32:00+00:00'}",PAY_000246,customer_request,REFUND_000246,2026-01-07T03:32:00+00:00,refunds.csv,refunds:REFUND_000246
5304.16,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '5304.16', 'refunded_at': '2026-01-07T13:02:00+00:00'}",PAY_000252,customer_request,REFUND_000252,2026-01-07T13:02:00+00:00,refunds.csv,refunds:REFUND_000252
30652.42,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '30652.42', 'refunded_at': '2026-01-07T16:42:00+00:00'}",PAY_000266,customer_request,REFUND_000266,2026-01-07T16:42:00+00:00,refunds.csv,refunds:REFUND_000266
26820.45,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '26820.45', 'refunded_at': '2026-01-07T03:35:00+00:00'}",PAY_000281,customer_request,REFUND_000281,2026-01-07T03:35:00+00:00,refunds.csv,refunds:REFUND_000281
9478.64,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '9478.64', 'refunded_at': '2026-01-07T04:43:00+00:00'}",PAY_000292,customer_request,REFUND_000292,2026-01-07T04:43:00+00:00,refunds.csv,refunds:REFUND_000292
21675.29,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '21675.29', 'refunded_at': '2026-01-07T22:59:00+00:00'}",PAY_000295,customer_request,REFUND_000295,2026-01-07T22:59:00+00:00,refunds.csv,refunds:REFUND_000295
5666.56,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '5666.56', 'refunded_at': '2026-01-07T04:40:00+00:00'}",PAY_000326,customer_request,REFUND_000326,2026-01-07T04:40:00+00:00,refunds.csv,refunds:REFUND_000326
12676.92,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '12676.92', 'refunded_at': '2026-01-07T07:54:00+00:00'}",PAY_000361,customer_request,REFUND_000361,2026-01-07T07:54:00+00:00,refunds.csv,refunds:REFUND_000361
25648.87,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '25648.87', 'refunded_at': '2026-01-07T08:40:00+00:00'}",PAY_000368,customer_request,REFUND_000368,2026-01-07T08:40:00+00:00,refunds.csv,refunds:REFUND_000368
5242.96,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '5242.96', 'refunded_at': '2026-01-07T11:01:00+00:00'}",PAY_000372,customer_request,REFUND_000372,2026-01-07T11:01:00+00:00,refunds.csv,refunds:REFUND_000372
5909.02,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '5909.02', 'refunded_at': '2026-01-07T14:09:00+00:00'}",PAY_000373,customer_request,REFUND_000373,2026-01-07T14:09:00+00:00,refunds.csv,refunds:REFUND_000373
6562.01,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '6562.01', 'refunded_at': '2026-01-08T08:06:00+00:00'}",PAY_000381,customer_request,REFUND_000381,2026-01-08T08:06:00+00:00,refunds.csv,refunds:REFUND_000381
22498.58,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '22498.58', 'refunded_at': '2026-01-08T12:48:00+00:00'}",PAY_000412,customer_request,REFUND_000412,2026-01-08T12:48:00+00:00,refunds.csv,refunds:REFUND_000412
3460.63,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '3460.63', 'refunded_at': '2026-01-07T20:20:00+00:00'}",PAY_000424,customer_request,REFUND_000424,2026-01-07T20:20:00+00:00,refunds.csv,refunds:REFUND_000424
5363.56,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '5363.56', 'refunded_at': '2026-01-07T16:41:00+00:00'}",PAY_000429,customer_request,REFUND_000429,2026-01-07T16:41:00+00:00,refunds.csv,refunds:REFUND_000429
5160.75,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '5160.75', 'refunded_at': '2026-01-08T04:45:00+00:00'}",PAY_000430,customer_request,REFUND_000430,2026-01-08T04:45:00+00:00,refunds.csv,refunds:REFUND_000430
13161.73,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '13161.73', 'refunded_at': '2026-01-08T10:55:00+00:00'}",PAY_000447,customer_request,REFUND_000447,2026-01-08T10:55:00+00:00,refunds.csv,refunds:REFUND_000447
12723.71,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '12723.71', 'refunded_at': '2026-01-08T04:31:00+00:00'}",PAY_000452,customer_request,REFUND_000452,2026-01-08T04:31:00+00:00,refunds.csv,refunds:REFUND_000452
7032.17,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '7032.17', 'refunded_at': '2026-01-08T09:54:00+00:00'}",PAY_000457,customer_request,REFUND_000457,2026-01-08T09:54:00+00:00,refunds.csv,refunds:REFUND_000457
276.87,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '276.87', 'refunded_at': '2026-01-08T07:27:00+00:00'}",PAY_000468,customer_request,REFUND_000468,2026-01-08T07:27:00+00:00,refunds.csv,refunds:REFUND_000468
13390.85,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '13390.85', 'refunded_at': '2026-01-08T03:18:00+00:00'}",PAY_000469,customer_request,REFUND_000469,2026-01-08T03:18:00+00:00,refunds.csv,refunds:REFUND_000469
25982.04,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '25982.04', 'refunded_at': '2026-01-08T07:29:00+00:00'}",PAY_000478,customer_request,REFUND_000478,2026-01-08T07:29:00+00:00,refunds.csv,refunds:REFUND_000478
807.09,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '807.09', 'refunded_at': '2026-01-08T13:48:00+00:00'}",PAY_000480,customer_request,REFUND_000480,2026-01-08T13:48:00+00:00,refunds.csv,refunds:REFUND_000480
16452.97,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '16452.97', 'refunded_at': '2026-01-08T05:16:00+00:00'}",PAY_000484,customer_request,REFUND_000484,2026-01-08T05:16:00+00:00,refunds.csv,refunds:REFUND_000484
26630.17,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '26630.17', 'refunded_at': '2026-01-08T04:38:00+00:00'}",PAY_000488,customer_request,REFUND_000488,2026-01-08T04:38:00+00:00,refunds.csv,refunds:REFUND_000488
8346.35,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '8346.35', 'refunded_at': '2026-01-08T05:29:00+00:00'}",PAY_000513,customer_request,REFUND_000513,2026-01-08T05:29:00+00:00,refunds.csv,refunds:REFUND_000513
19427.18,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '19427.18', 'refunded_at': '2026-01-08T20:54:00+00:00'}",PAY_000515,customer_request,REFUND_000515,2026-01-08T20:54:00+00:00,refunds.csv,refunds:REFUND_000515
7236.72,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '7236.72', 'refunded_at': '2026-01-09T03:10:00+00:00'}",PAY_000526,customer_request,REFUND_000526,2026-01-09T03:10:00+00:00,refunds.csv,refunds:REFUND_000526
5935.33,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '5935.33', 'refunded_at': '2026-01-08T10:18:00+00:00'}",PAY_000535,customer_request,REFUND_000535,2026-01-08T10:18:00+00:00,refunds.csv,refunds:REFUND_000535
28408.23,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '28408.23', 'refunded_at': '2026-01-08T14:14:00+00:00'}",PAY_000536,customer_request,REFUND_000536,2026-01-08T14:14:00+00:00,refunds.csv,refunds:REFUND_000536
17340.06,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '17340.06', 'refunded_at': '2026-01-09T03:34:00+00:00'}",PAY_000539,customer_request,REFUND_000539,2026-01-09T03:34:00+00:00,refunds.csv,refunds:REFUND_000539
24664.19,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '24664.19', 'refunded_at': '2026-01-09T04:43:00+00:00'}",PAY_000549,customer_request,REFUND_000549,2026-01-09T04:43:00+00:00,refunds.csv,refunds:REFUND_000549
22517.61,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '22517.61', 'refunded_at': '2026-01-08T14:58:00+00:00'}",PAY_000551,customer_request,REFUND_000551,2026-01-08T14:58:00+00:00,refunds.csv,refunds:REFUND_000551
2167.54,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '2167.54', 'refunded_at': '2026-01-08T14:25:00+00:00'}",PAY_000554,customer_request,REFUND_000554,2026-01-08T14:25:00+00:00,refunds.csv,refunds:REFUND_000554
8716.45,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '8716.45', 'refunded_at': '2026-01-08T11:20:00+00:00'}",PAY_000571,customer_request,REFUND_000571,2026-01-08T11:20:00+00:00,refunds.csv,refunds:REFUND_000571
8573.98,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '8573.98', 'refunded_at': '2026-01-08T07:25:00+00:00'}",PAY_000573,customer_request,REFUND_000573,2026-01-08T07:25:00+00:00,refunds.csv,refunds:REFUND_000573
12140.68,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '12140.68', 'refunded_at': '2026-01-09T02:23:00+00:00'}",PAY_000580,customer_request,REFUND_000580,2026-01-09T02:23:00+00:00,refunds.csv,refunds:REFUND_000580
17357.86,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '17357.86', 'refunded_at': '2026-01-08T12:25:00+00:00'}",PAY_000597,customer_request,REFUND_000597,2026-01-08T12:25:00+00:00,refunds.csv,refunds:REFUND_000597
25575.72,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '25575.72', 'refunded_at': '2026-01-08T18:52:00+00:00'}",PAY_000602,customer_request,REFUND_000602,2026-01-08T18:52:00+00:00,refunds.csv,refunds:REFUND_000602
26233.99,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '26233.99', 'refunded_at': '2026-01-08T11:16:00+00:00'}",PAY_000604,customer_request,REFUND_000604,2026-01-08T11:16:00+00:00,refunds.csv,refunds:REFUND_000604
5453.73,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '5453.73', 'refunded_at': '2026-01-08T12:16:00+00:00'}",PAY_000605,customer_request,REFUND_000605,2026-01-08T12:16:00+00:00,refunds.csv,refunds:REFUND_000605
25258.70,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '25258.70', 'refunded_at': '2026-01-08T22:00:00+00:00'}",PAY_000611,customer_request,REFUND_000611,2026-01-08T22:00:00+00:00,refunds.csv,refunds:REFUND_000611
6676.15,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '6676.15', 'refunded_at': '2026-01-09T14:35:00+00:00'}",PAY_000617,customer_request,REFUND_000617,2026-01-09T14:35:00+00:00,refunds.csv,refunds:REFUND_000617
23601.72,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '23601.72', 'refunded_at': '2026-01-08T22:00:00+00:00'}",PAY_000619,customer_request,REFUND_000619,2026-01-08T22:00:00+00:00,refunds.csv,refunds:REFUND_000619
10747.82,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '10747.82', 'refunded_at': '2026-01-08T14:37:00+00:00'}",PAY_000626,customer_request,REFUND_000626,2026-01-08T14:37:00+00:00,refunds.csv,refunds:REFUND_000626
10799.25,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '10799.25', 'refunded_at': '2026-01-09T09:07:00+00:00'}",PAY_000630,customer_request,REFUND_000630,2026-01-09T09:07:00+00:00,refunds.csv,refunds:REFUND_000630
26066.52,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '26066.52', 'refunded_at': '2026-01-09T05:52:00+00:00'}",PAY_000643,customer_request,REFUND_000643,2026-01-09T05:52:00+00:00,refunds.csv,refunds:REFUND_000643
11005.38,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '11005.38', 'refunded_at': '2026-01-09T05:15:00+00:00'}",PAY_000665,customer_request,REFUND_000665,2026-01-09T05:15:00+00:00,refunds.csv,refunds:REFUND_000665
4223.55,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '4223.55', 'refunded_at': '2026-01-08T22:41:00+00:00'}",PAY_000677,customer_request,REFUND_000677,2026-01-08T22:41:00+00:00,refunds.csv,refunds:REFUND_000677
16777.14,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '16777.14', 'refunded_at': '2026-01-09T18:19:00+00:00'}",PAY_000690,customer_request,REFUND_000690,2026-01-09T18:19:00+00:00,refunds.csv,refunds:REFUND_000690
5729.37,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '5729.37', 'refunded_at': '2026-01-09T17:24:00+00:00'}",PAY_000691,customer_request,REFUND_000691,2026-01-09T17:24:00+00:00,refunds.csv,refunds:REFUND_000691
3744.60,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '3744.60', 'refunded_at': '2026-01-08T21:39:00+00:00'}",PAY_000693,customer_request,REFUND_000693,2026-01-08T21:39:00+00:00,refunds.csv,refunds:REFUND_000693
7103.25,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '7103.25', 'refunded_at': '2026-01-09T01:09:00+00:00'}",PAY_000707,customer_request,REFUND_000707,2026-01-09T01:09:00+00:00,refunds.csv,refunds:REFUND_000707
13885.67,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '13885.67', 'refunded_at': '2026-01-09T07:44:00+00:00'}",PAY_000711,customer_request,REFUND_000711,2026-01-09T07:44:00+00:00,refunds.csv,refunds:REFUND_000711
8266.24,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '8266.24', 'refunded_at': '2026-01-08T23:41:00+00:00'}",PAY_000712,customer_request,REFUND_000712,2026-01-08T23:41:00+00:00,refunds.csv,refunds:REFUND_000712
4457.91,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '4457.91', 'refunded_at': '2026-01-09T04:47:00+00:00'}",PAY_000730,customer_request,REFUND_000730,2026-01-09T04:47:00+00:00,refunds.csv,refunds:REFUND_000730
6868.52,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '6868.52', 'refunded_at': '2026-01-09T08:25:00+00:00'}",PAY_000744,customer_request,REFUND_000744,2026-01-09T08:25:00+00:00,refunds.csv,refunds:REFUND_000744
6503.74,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '6503.74', 'refunded_at': '2026-01-10T06:38:00+00:00'}",PAY_000761,customer_request,REFUND_000761,2026-01-10T06:38:00+00:00,refunds.csv,refunds:REFUND_000761
8641.83,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '8641.83', 'refunded_at': '2026-01-09T20:33:00+00:00'}",PAY_000763,customer_request,REFUND_000763,2026-01-09T20:33:00+00:00,refunds.csv,refunds:REFUND_000763
12685.06,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '12685.06', 'refunded_at': '2026-01-10T06:25:00+00:00'}",PAY_000768,customer_request,REFUND_000768,2026-01-10T06:25:00+00:00,refunds.csv,refunds:REFUND_000768
21854.49,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '21854.49', 'refunded_at': '2026-01-09T10:59:00+00:00'}",PAY_000783,customer_request,REFUND_000783,2026-01-09T10:59:00+00:00,refunds.csv,refunds:REFUND_000783
22032.29,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '22032.29', 'refunded_at': '2026-01-10T03:39:00+00:00'}",PAY_000814,customer_request,REFUND_000814,2026-01-10T03:39:00+00:00,refunds.csv,refunds:REFUND_000814
21147.65,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '21147.65', 'refunded_at': '2026-01-09T18:11:00+00:00'}",PAY_000817,customer_request,REFUND_000817,2026-01-09T18:11:00+00:00,refunds.csv,refunds:REFUND_000817
4558.27,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '4558.27', 'refunded_at': '2026-01-10T15:18:00+00:00'}",PAY_000819,customer_request,REFUND_000819,2026-01-10T15:18:00+00:00,refunds.csv,refunds:REFUND_000819
9015.08,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '9015.08', 'refunded_at': '2026-01-09T19:18:00+00:00'}",PAY_000820,customer_request,REFUND_000820,2026-01-09T19:18:00+00:00,refunds.csv,refunds:REFUND_000820
14550.72,INR,2026-01-05T09:30:00+00:00,MCH_SAAS,"{'amount': '14550.72', 'refunded_at': '2026-01-10T01:01:00+00:00'}",PAY_000835,customer_request,REFUND_000835,2026-01-10T01:01:00+00:00,refunds.csv,refunds:REFUND_000835
10458.08,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '10458.08', 'refunded_at': '2026-01-09T18:57:00+00:00'}",PAY_000842,customer_request,REFUND_000842,2026-01-09T18:57:00+00:00,refunds.csv,refunds:REFUND_000842
3590.35,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '3590.35', 'refunded_at': '2026-01-10T12:50:00+00:00'}",PAY_000849,customer_request,REFUND_000849,2026-01-10T12:50:00+00:00,refunds.csv,refunds:REFUND_000849
11015.89,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '11015.89', 'refunded_at': '2026-01-09T19:53:00+00:00'}",PAY_000850,customer_request,REFUND_000850,2026-01-09T19:53:00+00:00,refunds.csv,refunds:REFUND_000850
13038.60,INR,2026-01-05T09:30:00+00:00,MCH_TRAVEL,"{'amount': '13038.60', 'refunded_at': '2026-01-10T14:34:00+00:00'}",PAY_000857,customer_request,REFUND_000857,2026-01-10T14:34:00+00:00,refunds.csv,refunds:REFUND_000857
37261.93,INR,2026-01-05T09:30:00+00:00,MCH_HEALTH,"{'amount': '37261.93', 'refunded_at': '2026-01-10T16:26:00+00:00'}",PAY_000863,customer_request,REFUND_000863,2026-01-10T16:26:00+00:00,refunds.csv,refunds:REFUND_000863
29260.16,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '29260.16', 'refunded_at': '2026-01-10T12:34:00+00:00'}",PAY_000907,customer_request,REFUND_000907,2026-01-10T12:34:00+00:00,refunds.csv,refunds:REFUND_000907
6493.75,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '6493.75', 'refunded_at': '2026-01-10T08:48:00+00:00'}",PAY_000908,customer_request,REFUND_000908,2026-01-10T08:48:00+00:00,refunds.csv,refunds:REFUND_000908
5030.55,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '5030.55', 'refunded_at': '2026-01-10T22:03:00+00:00'}",PAY_000920,customer_request,REFUND_000920,2026-01-10T22:03:00+00:00,refunds.csv,refunds:REFUND_000920
11462.04,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '11462.04', 'refunded_at': '2026-01-11T00:05:00+00:00'}",PAY_000929,customer_request,REFUND_000929,2026-01-11T00:05:00+00:00,refunds.csv,refunds:REFUND_000929
26620.71,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '26620.71', 'refunded_at': '2026-01-10T11:32:00+00:00'}",PAY_000932,customer_request,REFUND_000932,2026-01-10T11:32:00+00:00,refunds.csv,refunds:REFUND_000932
7200.63,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '7200.63', 'refunded_at': '2026-01-10T18:50:00+00:00'}",PAY_000944,customer_request,REFUND_000944,2026-01-10T18:50:00+00:00,refunds.csv,refunds:REFUND_000944
11620.01,INR,2026-01-05T09:30:00+00:00,MCH_CAFE,"{'amount': '11620.01', 'refunded_at': '2026-01-10T20:41:00+00:00'}",PAY_000951,customer_request,REFUND_000951,2026-01-10T20:41:00+00:00,refunds.csv,refunds:REFUND_000951
17812.43,INR,2026-01-05T09:30:00+00:00,MCH_ZERO,"{'amount': '17812.43', 'refunded_at': '2026-01-11T01:50:00+00:00'}",PAY_000986,customer_request,REFUND_000986,2026-01-11T01:50:00+00:00,refunds.csv,refunds:REFUND_000986
14442.63,INR,2026-01-05T09:30:00+00:00,MCH_SWIFT,"{'amount': '14442.63', 'refunded_at': '2026-01-11T10:11:00+00:00'}",PAY_000989,customer_request,REFUND_000989,2026-01-11T10:11:00+00:00,refunds.csv,refunds:REFUND_000989
